,MAS_S,MAS_O,MAS_D,MAS_M,PD,METACOG
535,5.5,6.0,2.5,5.0,14.0,19.0
536,7.0,6.0,1.5,7.0,5.0,21.5
537,5.5,5.5,3.0,5.5,6.0,19.5
538,6.0,5.5,3.0,5.5,11.0,20.0
539,8.0,5.5,2.0,6.0,11.0,21.5
540,8.0,6.0,2.5,7.0,0.0,23.5
541,7.0,5.5,3.0,6.0,5.0,21.5
542,8.0,5.5,1.5,8.0,14.0,23.0
543,5.5,5.5,2.5,8.0,7.0,21.5
544,5.5,4.5,1.5,6.0,15.0,17.5
545,8.0,4.0,3.0,5.0,9.0,20.0
546,5.5,5.0,2.5,8.0,6.0,21.0
547,6.5,4.5,2.5,8.0,22.0,21.5
548,6.0,6.0,2.5,8.0,14.0,22.5
549,7.0,6.0,2.0,4.5,27.0,19.5
550,6.5,4.5,1.5,6.5,22.0,19.0
551,5.5,5.5,3.0,8.0,22.0,22.0
552,6.5,4.0,1.5,8.0,7.0,20.0
553,8.0,5.5,2.0,7.0,10.0,22.5
554,8.0,6.0,3.0,6.5,13.0,23.5
555,7.0,4.0,2.5,5.0,20.0,18.5
556,8.0,5.0,2.5,6.5,27.0,22.0
557,6.0,6.0,3.0,6.0,20.0,21.0
558,7.5,4.5,3.0,8.0,26.0,23.0
559,6.0,5.0,2.0,8.0,10.0,21.0
560,6.5,6.0,2.0,5.0,16.0,19.5
561,6.5,5.5,2.0,5.5,6.0,19.5
562,7.5,5.0,2.5,4.5,8.0,19.5
563,6.0,5.5,3.0,7.5,17.0,22.0
564,6.0,6.0,1.5,6.5,1.0,20.0
565,5.5,4.5,2.0,4.5,13.0,16.5
566,8.0,4.5,3.0,7.0,25.0,22.5
567,6.0,5.0,2.0,6.5,24.0,19.5
568,7.0,4.5,3.0,6.0,3.0,20.5
569,6.0,4.0,3.0,5.0,26.0,18.0
570,5.5,5.5,2.0,4.5,6.0,17.5
571,7.5,5.0,1.5,7.5,3.0,21.5
572,7.0,6.0,3.0,5.0,15.0,21.0
573,7.5,6.0,2.0,6.0,18.0,21.5
574,8.0,6.0,2.5,5.5,19.0,22.0
575,7.0,6.0,2.5,4.5,15.0,20.0
576,8.0,5.5,2.0,5.5,8.0,21.0
577,8.0,6.0,3.0,8.0,13.0,25.0
578,7.5,6.0,2.0,5.0,24.0,20.5
579,7.5,5.5,1.5,7.0,22.0,21.5
580,6.0,6.0,2.0,6.0,14.0,20.0
581,5.5,5.0,2.0,4.5,14.0,17.0
582,8.0,4.0,3.0,4.5,23.0,19.5
583,8.0,5.5,1.5,6.5,3.0,21.5
584,6.0,5.5,2.5,8.0,21.0,22.0
585,7.5,4.5,3.0,6.5,17.0,21.5
586,7.5,5.5,2.0,7.0,15.0,22.0
587,7.5,6.0,1.5,8.0,1.0,23.0
588,7.0,5.5,2.5,8.0,17.0,23.0
589,7.5,6.0,2.5,8.0,8.0,24.0
590,8.0,6.0,2.0,5.0,4.0,21.0
591,7.5,4.5,3.0,7.0,15.0,22.0
592,6.0,4.5,1.5,8.0,5.0,20.0
593,8.0,4.5,3.0,4.5,22.0,20.0
594,8.0,5.5,1.5,5.5,3.0,20.5
595,7.0,5.5,1.5,5.5,19.0,19.5
596,6.0,5.5,1.5,4.5,15.0,17.5
597,6.0,5.5,2.5,7.0,12.0,21.0
598,6.5,5.0,2.0,8.0,7.0,21.5
599,6.5,4.5,1.5,4.5,14.0,17.0
600,7.0,6.0,3.0,6.0,26.0,22.0
601,8.0,5.0,2.5,6.0,11.0,21.5
602,8.0,5.0,3.0,6.5,0.0,22.5
603,7.0,6.0,2.5,4.5,15.0,20.0
604,8.0,6.0,1.5,7.0,3.0,22.5
605,7.5,4.0,3.0,7.0,20.0,21.5
606,7.5,4.5,1.5,7.5,21.0,21.0
607,7.5,5.5,2.0,6.0,13.0,21.0
608,7.0,5.5,2.0,4.5,17.0,19.0
609,7.5,6.0,2.5,6.0,12.0,22.0
610,7.0,5.5,3.0,5.0,7.0,20.5
611,5.5,6.0,3.0,5.5,20.0,20.0
612,8.0,6.0,1.5,6.5,18.0,22.0
613,8.0,4.0,2.0,4.5,2.0,18.5
614,7.5,4.0,2.0,6.5,3.0,20.0
615,6.5,5.5,3.0,5.5,27.0,20.5
616,6.5,4.0,3.0,4.5,25.0,18.0
617,6.5,5.5,2.0,7.5,4.0,21.5
618,7.0,5.0,1.5,7.5,5.0,21.0
619,6.0,4.0,1.5,5.5,1.0,17.0
620,6.5,5.5,3.0,6.0,4.0,21.0
621,7.5,5.0,2.0,6.5,10.0,21.0
622,5.5,4.5,2.5,8.0,7.0,20.5
623,5.5,4.0,1.5,7.5,8.0,18.5
624,5.5,5.5,2.5,6.5,3.0,20.0
625,7.5,5.0,3.0,4.5,4.0,20.0
626,6.0,4.0,2.5,5.0,13.0,17.5
627,6.0,4.5,1.5,5.0,26.0,17.0
628,5.5,5.5,3.0,5.0,6.0,19.0
629,5.5,4.0,2.5,8.0,1.0,20.0
630,7.5,5.0,2.5,6.0,25.0,21.0
631,5.5,6.0,3.0,5.0,2.0,19.5
632,5.5,4.5,2.0,5.5,2.0,17.5
633,6.5,4.0,2.5,5.0,25.0,18.0
634,8.0,5.5,2.0,6.5,14.0,22.0
635,6.5,6.0,2.0,6.0,26.0,20.5
636,7.0,5.5,1.5,6.0,26.0,20.0
637,8.0,6.0,2.5,8.0,9.0,24.5
638,8.0,5.0,2.5,7.5,6.0,23.0
639,8.0,6.0,1.5,4.5,25.0,20.0
640,6.5,4.5,3.0,8.0,18.0,22.0
641,6.0,4.5,2.5,5.0,12.0,18.0
642,7.5,6.0,2.5,7.5,24.0,23.5
643,6.0,5.5,2.0,4.5,11.0,18.0
644,6.5,4.0,1.5,6.5,4.0,18.5
645,8.0,4.5,2.0,6.0,4.0,20.5
646,7.5,5.5,2.5,5.5,13.0,21.0
647,8.0,6.0,2.5,5.0,27.0,21.5
648,6.0,5.0,1.5,6.0,4.0,18.5
649,7.0,6.0,1.5,6.0,5.0,20.5
650,6.5,4.5,3.0,8.0,5.0,22.0
651,7.5,4.0,1.5,6.5,6.0,19.5
652,8.0,4.5,1.5,6.5,20.0,20.5
653,8.0,5.5,2.5,5.0,9.0,21.0
654,8.0,4.5,2.0,5.0,4.0,19.5
655,7.0,6.0,2.5,7.5,19.0,23.0
656,7.0,6.0,2.5,4.5,20.0,20.0
657,8.0,4.0,1.5,6.5,19.0,20.0
658,8.0,6.0,2.0,8.0,4.0,24.0
659,6.5,4.5,2.0,7.5,9.0,20.5
660,8.0,5.0,2.5,8.0,0.0,23.5
661,8.0,4.5,3.0,4.5,5.0,20.0
662,5.5,5.0,2.0,4.5,3.0,17.0
663,6.0,4.5,1.5,5.0,25.0,17.0
664,7.5,4.5,3.0,6.5,22.0,21.5
665,5.5,4.5,2.0,5.0,2.0,17.0
666,8.0,5.5,2.0,7.0,3.0,22.5
667,6.0,4.0,2.0,7.5,1.0,19.5
668,7.5,5.5,2.5,5.5,7.0,21.0
669,6.5,6.0,3.0,6.0,25.0,21.5
670,8.0,5.5,1.5,7.0,26.0,22.0
671,7.5,5.5,1.5,6.5,18.0,21.0
672,7.0,6.0,2.5,8.0,23.0,23.5
673,7.5,5.5,2.5,7.0,11.0,22.5
674,6.5,5.5,2.0,5.5,15.0,19.5
675,7.5,4.0,3.0,7.5,26.0,22.0
676,5.5,5.5,1.5,7.5,15.0,20.0
677,5.5,4.5,3.0,5.5,18.0,18.5
678,6.0,5.5,1.5,7.5,10.0,20.5
679,8.0,5.0,3.0,7.0,5.0,23.0
680,6.0,6.0,2.5,4.5,8.0,19.0
681,6.0,6.0,3.0,6.5,9.0,21.5
682,7.5,6.0,2.5,5.5,10.0,21.5
683,8.0,5.5,1.5,7.5,5.0,22.5
684,7.5,4.0,2.0,4.5,13.0,18.0
685,5.5,4.0,2.5,6.5,24.0,18.5
686,6.0,5.5,2.5,5.0,10.0,19.0
687,6.5,4.5,3.0,7.0,14.0,21.0
688,7.5,5.5,1.5,5.5,9.0,20.0
689,6.5,5.0,2.5,5.0,1.0,19.0
690,8.0,4.5,2.0,6.0,14.0,20.5
691,6.5,4.5,1.5,7.5,16.0,20.0
692,8.0,5.5,1.5,7.5,26.0,22.5
693,6.5,5.5,1.5,7.5,25.0,21.0
694,5.5,5.0,1.5,7.0,22.0,19.0
695,5.5,5.5,2.5,7.5,26.0,21.0
696,8.0,4.0,1.5,6.0,4.0,19.5
697,6.5,5.0,2.0,4.5,10.0,18.0
698,7.5,5.0,2.5,5.0,22.0,20.0
699,7.0,4.5,3.0,6.5,0.0,21.0
700,7.5,4.0,2.0,7.0,7.0,20.5
701,6.5,5.5,3.0,5.0,11.0,20.0
702,7.0,5.0,3.0,7.5,11.0,22.5
703,6.0,4.5,3.0,6.0,13.0,19.5
704,7.0,4.5,1.5,7.0,23.0,20.0
705,8.0,6.0,2.0,7.5,5.0,23.5
706,7.5,5.5,2.0,5.5,9.0,20.5
707,7.5,6.0,2.5,5.5,25.0,21.5
708,6.0,6.0,2.0,7.5,15.0,21.5
709,7.0,5.0,3.0,5.0,7.0,20.0
710,6.5,5.0,2.5,6.0,10.0,20.0
711,7.5,4.5,2.0,5.5,20.0,19.5
712,8.0,6.0,3.0,7.0,6.0,24.0
713,5.5,4.0,3.0,6.5,18.0,19.0
714,6.5,5.0,1.5,7.0,17.0,20.0
715,6.5,5.0,2.0,7.0,4.0,20.5
716,5.5,6.0,1.5,6.0,8.0,19.0
717,5.5,4.5,3.0,8.0,10.0,21.0
718,7.5,5.0,3.0,7.0,8.0,22.5
719,8.0,4.5,2.5,5.0,21.0,20.0
720,8.0,4.5,2.5,5.0,25.0,20.0
721,8.0,6.0,3.0,7.0,24.0,24.0
722,6.0,5.0,1.5,5.0,20.0,17.5
723,6.5,5.0,1.5,4.5,16.0,17.5
724,6.0,5.0,2.0,4.5,10.0,17.5
725,7.0,6.0,3.0,7.5,3.0,23.5
726,6.5,4.5,1.5,5.0,23.0,17.5
727,7.0,4.0,2.0,8.0,24.0,21.0
728,7.5,6.0,2.0,6.0,2.0,21.5
729,7.0,6.0,1.5,5.5,5.0,20.0
730,7.5,4.5,2.0,6.0,16.0,20.0
731,7.5,4.0,3.0,6.5,0.0,21.0
732,6.5,5.5,2.0,8.0,12.0,22.0
733,6.5,5.0,1.5,7.0,27.0,20.0
734,6.5,5.0,2.5,6.5,18.0,20.5
735,7.0,6.0,2.5,6.5,10.0,22.0
736,8.0,6.0,2.0,7.0,23.0,23.0
737,8.0,6.0,3.0,6.0,26.0,23.0
738,5.5,4.5,2.5,5.5,19.0,18.0
739,7.0,4.5,1.5,4.5,15.0,17.5
740,7.0,5.0,3.0,6.0,8.0,21.0
741,7.5,4.5,2.0,4.5,14.0,18.5
742,5.5,5.0,2.5,6.5,12.0,19.5
743,7.0,5.0,1.5,7.0,14.0,20.5
744,8.0,6.0,3.0,8.0,3.0,25.0
745,6.5,4.0,3.0,8.0,4.0,21.5
746,8.0,5.0,1.5,5.5,15.0,20.0
747,7.0,4.0,3.0,8.0,12.0,22.0
748,7.0,6.0,1.5,5.5,22.0,20.0
749,7.5,6.0,2.0,5.5,26.0,21.0
750,6.5,4.0,1.5,4.5,3.0,16.5
751,5.5,4.0,2.5,4.5,27.0,16.5
752,6.5,4.5,3.0,5.0,11.0,19.0
753,6.5,6.0,2.5,6.0,15.0,21.0
754,7.5,4.0,1.5,5.0,25.0,18.0
755,6.0,5.5,2.0,5.0,19.0,18.5
756,8.0,5.5,2.5,6.5,23.0,22.5
757,7.0,6.0,2.0,5.0,24.0,20.0
758,7.0,5.0,2.0,6.5,0.0,20.5
759,7.0,4.5,3.0,5.0,8.0,19.5
760,7.5,4.0,2.0,5.5,27.0,19.0
761,6.0,6.0,1.5,5.0,11.0,18.5
762,8.0,4.5,2.0,6.5,14.0,21.0
763,6.0,4.0,3.0,4.5,26.0,17.5
764,7.0,5.5,2.0,8.0,26.0,22.5
765,5.5,4.0,1.5,5.5,3.0,16.5
766,8.0,4.5,2.0,7.0,2.0,21.5
767,8.0,4.5,2.5,6.0,21.0,21.0
768,5.5,5.5,2.0,5.5,12.0,18.5
769,5.5,4.0,2.0,5.0,22.0,16.5
770,5.5,4.5,2.5,8.0,18.0,20.5
771,6.0,4.0,2.5,5.0,22.0,17.5
772,7.0,4.0,2.0,7.5,1.0,20.5
773,6.5,5.5,2.0,8.0,7.0,22.0
774,7.0,5.5,1.5,7.5,0.0,21.5
775,5.5,4.5,3.0,4.5,19.0,17.5
776,6.0,4.0,1.5,6.5,20.0,18.0
777,6.5,5.0,3.0,7.5,5.0,22.0
778,5.5,6.0,3.0,6.5,17.0,21.0
779,5.5,4.5,2.5,8.0,26.0,20.5
780,7.5,4.5,2.0,4.5,26.0,18.5
781,6.5,5.0,1.5,7.0,9.0,20.0
782,7.0,6.0,2.5,5.0,0.0,20.5
783,8.0,6.0,1.5,5.0,13.0,20.5
784,8.0,4.0,3.0,6.5,16.0,21.5
785,6.0,6.0,2.0,7.0,9.0,21.0
786,7.5,5.0,2.0,4.5,9.0,19.0
787,6.5,4.0,2.0,4.5,24.0,17.0
788,5.5,4.0,2.5,5.5,11.0,17.5
789,7.0,4.5,3.0,6.5,10.0,21.0
790,8.0,6.0,2.0,7.5,10.0,23.5
791,6.0,4.5,2.5,8.0,21.0,21.0
792,6.5,5.5,2.0,7.0,20.0,21.0
793,7.0,5.0,1.5,7.0,5.0,20.5
794,6.5,4.0,2.5,7.0,22.0,20.0
795,7.5,4.5,1.5,6.0,22.0,19.5
796,6.5,5.0,3.0,4.5,10.0,19.0
797,6.5,5.5,2.0,4.5,7.0,18.5
798,8.0,5.0,3.0,6.0,4.0,22.0
799,6.5,5.5,2.5,8.0,19.0,22.5
800,5.5,5.5,3.0,6.5,13.0,20.5
801,6.0,5.0,2.5,4.5,14.0,18.0
802,6.0,4.5,2.0,6.5,19.0,19.0
803,7.5,5.0,1.5,6.5,25.0,20.5
804,6.5,6.0,1.5,5.0,23.0,19.0
805,6.0,4.5,1.5,5.0,21.0,17.0
806,6.0,5.0,2.0,5.0,18.0,18.0
807,6.5,4.0,1.5,6.5,19.0,18.5
808,6.5,4.5,1.5,7.5,15.0,20.0
809,6.0,4.5,2.0,7.0,6.0,19.5
810,6.5,4.0,1.5,8.0,24.0,20.0
811,6.5,4.0,2.5,5.5,24.0,18.5
812,6.0,6.0,3.0,6.5,27.0,21.5
813,6.0,6.0,3.0,6.5,20.0,21.5
814,5.5,4.5,1.5,8.0,11.0,19.5
815,6.0,4.5,2.5,5.0,26.0,18.0
816,7.0,6.0,2.0,5.5,17.0,20.5
817,6.0,4.5,2.5,6.0,0.0,19.0
818,7.0,5.0,2.0,4.5,0.0,18.5
819,8.0,5.5,3.0,6.0,8.0,22.5
820,6.5,6.0,2.5,5.0,8.0,20.0
821,5.5,4.0,3.0,6.5,17.0,19.0
822,7.0,4.0,1.5,8.0,1.0,20.5
823,6.5,5.5,1.5,7.5,14.0,21.0
824,5.5,6.0,1.5,5.5,27.0,18.5
825,6.5,4.0,1.5,5.5,25.0,17.5
826,6.0,4.0,3.0,4.5,3.0,17.5
827,6.5,5.0,1.5,5.5,0.0,18.5
828,6.0,5.5,3.0,5.0,7.0,19.5
829,7.0,6.0,3.0,6.0,2.0,22.0
830,7.5,5.5,1.5,7.0,14.0,21.5
831,6.0,6.0,1.5,4.5,17.0,18.0
832,7.0,4.0,1.5,8.0,9.0,20.5
833,7.5,5.0,3.0,4.5,0.0,20.0
834,7.0,5.5,3.0,6.0,15.0,21.5
835,8.0,5.0,3.0,6.5,24.0,22.5
836,7.0,4.5,2.0,6.0,14.0,19.5
837,5.5,4.0,1.5,7.5,8.0,18.5
838,7.0,4.0,1.5,6.5,24.0,19.0
839,8.0,4.5,2.5,5.0,15.0,20.0
840,7.5,6.0,2.0,4.5,19.0,20.0
841,7.5,4.0,2.5,5.5,8.0,19.5
842,6.5,4.0,1.5,5.0,7.0,17.0
843,6.5,5.5,2.0,5.5,8.0,19.5
844,7.0,5.5,2.5,5.0,25.0,20.0
845,6.5,5.5,1.5,7.0,25.0,20.5
846,6.5,4.0,3.0,6.0,2.0,19.5
847,7.5,4.5,1.5,5.0,26.0,18.5
848,5.5,4.5,2.0,7.0,20.0,19.0
849,6.0,5.0,1.5,7.5,3.0,20.0
850,6.0,5.5,2.5,4.5,9.0,18.5
851,8.0,5.0,3.0,7.0,17.0,23.0
852,6.5,4.0,3.0,7.0,3.0,20.5
853,6.5,6.0,2.5,5.0,2.0,20.0
854,6.5,5.0,2.0,6.0,3.0,19.5
855,8.0,6.0,3.0,5.5,24.0,22.5
856,6.5,5.0,1.5,7.5,18.0,20.5
857,7.0,5.5,2.5,8.0,8.0,23.0
858,6.0,6.0,2.0,8.0,21.0,22.0
859,7.0,5.5,2.5,6.0,23.0,21.0
860,6.0,6.0,3.0,4.5,3.0,19.5
861,7.0,4.5,1.5,6.5,26.0,19.5
862,5.5,6.0,2.5,7.5,6.0,21.5
863,6.0,6.0,3.0,6.0,12.0,21.0
864,8.0,6.0,2.0,5.5,4.0,21.5
865,6.0,4.5,3.0,7.0,26.0,20.5
866,8.0,5.5,1.5,6.5,15.0,21.5
867,5.5,4.5,2.0,4.5,26.0,16.5
868,7.0,4.5,2.0,7.5,8.0,21.0
869,7.0,4.5,2.0,6.0,13.0,19.5
870,6.0,4.0,3.0,6.5,12.0,19.5
871,7.5,6.0,3.0,6.0,11.0,22.5
872,7.0,5.5,1.5,5.5,8.0,19.5
873,7.5,5.5,1.5,6.5,24.0,21.0
874,6.5,5.0,3.0,7.0,1.0,21.5
875,8.0,4.0,3.0,8.0,10.0,23.0
876,7.5,4.0,3.0,6.5,23.0,21.0
877,6.0,4.5,3.0,6.5,2.0,20.0
878,6.0,5.0,2.5,4.5,4.0,18.0
879,6.5,5.5,2.0,6.0,17.0,20.0
880,6.0,4.5,2.5,5.0,21.0,18.0
881,7.5,4.5,2.5,6.5,8.0,21.0
882,6.0,6.0,3.0,6.5,9.0,21.5
883,8.0,5.5,2.5,8.0,2.0,24.0
884,6.5,4.5,3.0,5.5,22.0,19.5
885,6.0,5.5,1.5,6.0,23.0,19.0
886,6.5,4.0,3.0,7.0,0.0,20.5
887,5.5,4.5,1.5,8.0,27.0,19.5
888,8.0,6.0,1.5,7.5,24.0,23.0
889,7.0,4.0,1.5,5.0,3.0,17.5
890,8.0,5.0,2.5,5.0,26.0,20.5
891,7.0,4.5,1.5,6.0,21.0,19.0
892,8.0,4.0,2.0,5.0,25.0,19.0
893,6.0,5.5,3.0,6.0,21.0,20.5
894,7.5,6.0,2.0,7.5,18.0,23.0
895,7.0,6.0,2.5,6.5,7.0,22.0
896,6.5,4.5,2.0,6.0,0.0,19.0
897,5.5,4.5,2.5,6.5,17.0,19.0
898,8.0,4.0,3.0,7.0,13.0,22.0
899,5.5,5.5,3.0,5.0,7.0,19.0
900,8.0,5.0,2.5,6.5,4.0,22.0
901,8.0,5.5,2.5,6.0,20.0,22.0
902,6.5,4.0,1.5,8.0,8.0,20.0
903,6.0,4.0,3.0,6.5,26.0,19.5
904,7.0,4.5,2.0,4.5,20.0,18.0
905,8.0,6.0,3.0,5.0,18.0,22.0
906,6.5,4.0,1.5,8.0,6.0,20.0
907,6.0,4.5,1.5,7.5,15.0,19.5
908,7.5,5.5,3.0,5.0,3.0,21.0
909,8.0,5.5,2.0,5.0,13.0,20.5
910,8.0,5.5,1.5,8.0,15.0,23.0
911,6.5,4.5,1.5,6.0,0.0,18.5
912,7.0,4.5,2.0,4.5,9.0,18.0
913,6.5,5.5,3.0,6.5,13.0,21.5
914,7.0,6.0,2.0,6.5,18.0,21.5
915,6.0,5.0,2.5,7.0,25.0,20.5
916,6.5,6.0,3.0,7.0,16.0,22.5
917,6.0,5.0,1.5,7.5,3.0,20.0
918,8.0,5.5,3.0,6.5,11.0,23.0
919,7.0,5.5,2.0,4.5,24.0,19.0
920,8.0,4.5,2.5,6.0,3.0,21.0
921,7.0,4.0,1.5,8.0,8.0,20.5
922,7.0,6.0,2.0,4.5,17.0,19.5
923,6.0,6.0,1.5,7.0,12.0,20.5
924,7.5,5.5,1.5,7.5,15.0,22.0
925,5.5,4.0,2.5,5.5,26.0,17.5
926,5.5,5.5,2.5,6.5,24.0,20.0
927,7.5,4.5,3.0,5.5,1.0,20.5
928,7.5,6.0,3.0,6.0,20.0,22.5
929,6.0,5.0,2.0,6.5,18.0,19.5
930,6.0,5.0,2.5,7.0,9.0,20.5
931,7.5,6.0,3.0,4.5,4.0,21.0
932,8.0,4.5,1.5,5.0,15.0,19.0
933,6.5,5.5,2.5,5.5,20.0,20.0
934,6.0,5.0,3.0,5.0,25.0,19.0
935,8.0,5.5,1.5,4.5,5.0,19.5
936,5.5,5.5,3.0,7.5,18.0,21.5
937,5.5,4.0,1.5,8.0,0.0,19.0
938,8.0,4.5,2.5,5.5,3.0,20.5
939,8.0,4.5,1.5,7.0,3.0,21.0
940,8.0,6.0,1.5,4.5,23.0,20.0
941,7.0,4.0,2.0,6.5,27.0,19.5
942,6.5,5.0,1.5,5.0,11.0,18.0
943,8.0,4.5,3.0,8.0,18.0,23.5
944,8.0,5.5,1.5,6.5,1.0,21.5
945,8.0,5.5,1.5,7.5,2.0,22.5
946,6.5,4.0,2.0,5.0,5.0,17.5
947,6.5,5.5,2.5,6.0,15.0,20.5
948,8.0,5.5,1.5,4.5,22.0,19.5
949,5.5,4.0,2.0,7.0,26.0,18.5
950,6.5,6.0,2.0,6.0,0.0,20.5
951,6.0,4.0,1.5,7.5,22.0,19.0
952,5.5,4.0,3.0,5.5,25.0,18.0
953,6.0,5.0,2.5,7.0,22.0,20.5
954,7.5,4.5,2.5,7.5,9.0,22.0
955,6.0,6.0,1.5,4.5,4.0,18.0
956,8.0,4.5,2.0,5.0,21.0,19.5
957,7.5,4.0,3.0,6.0,15.0,20.5
958,7.0,4.0,2.0,7.0,12.0,20.0
959,6.0,5.5,2.0,5.5,25.0,19.0
960,5.5,5.0,2.0,5.0,23.0,17.5
961,5.5,6.0,1.5,7.0,14.0,20.0
962,7.0,5.5,3.0,4.5,18.0,20.0
963,6.5,5.5,2.0,7.0,15.0,21.0
964,5.5,4.0,2.0,7.0,15.0,18.5
965,8.0,4.5,1.5,5.0,1.0,19.0
966,7.0,5.0,3.0,6.5,2.0,21.5
967,5.5,4.0,2.5,7.0,22.0,19.0
968,6.5,5.0,2.5,7.5,17.0,21.5
969,8.0,4.0,3.0,6.0,6.0,21.0
970,7.5,5.5,2.5,4.5,7.0,20.0
971,7.5,6.0,1.5,6.5,27.0,21.5
972,8.0,6.0,3.0,5.5,13.0,22.5
973,6.5,5.5,3.0,6.5,12.0,21.5
974,5.5,5.0,1.5,6.5,18.0,18.5
975,7.0,5.0,1.5,7.0,9.0,20.5
976,7.0,5.5,3.0,6.0,5.0,21.5
977,8.0,6.0,1.5,6.5,12.0,22.0
978,8.0,5.5,3.0,7.5,22.0,24.0
979,5.5,4.0,2.5,7.5,17.0,19.5
980,8.0,5.5,2.5,6.5,9.0,22.5
981,7.0,4.5,3.0,7.0,15.0,21.5
982,6.5,6.0,2.0,8.0,6.0,22.5
983,7.0,5.5,3.0,6.0,0.0,21.5
984,6.5,4.5,3.0,7.5,3.0,21.5
985,7.0,4.5,3.0,7.0,25.0,21.5
986,7.0,6.0,3.0,4.5,11.0,20.5
987,7.5,5.5,3.0,4.5,19.0,20.5
988,8.0,6.0,1.5,7.5,16.0,23.0
989,7.0,4.0,3.0,6.5,25.0,20.5
990,5.5,5.5,3.0,5.0,21.0,19.0
991,7.5,4.5,1.5,6.0,26.0,19.5
992,6.5,6.0,2.5,7.5,4.0,22.5
993,8.0,4.5,2.5,8.0,11.0,23.0
994,7.0,6.0,2.0,5.5,24.0,20.5
995,8.0,4.0,2.5,7.0,0.0,21.5
996,8.0,5.5,3.0,7.5,17.0,24.0
997,6.5,5.0,2.0,7.0,3.0,20.5
998,7.5,4.0,1.5,6.5,3.0,19.5
999,6.5,6.0,2.0,8.0,1.0,22.5
1000,7.5,4.5,2.0,5.5,5.0,19.5
1001,5.5,5.0,3.0,7.0,23.0,20.5
1002,8.0,5.0,3.0,7.0,26.0,23.0
1003,6.0,5.0,2.5,8.0,17.0,21.5
1004,6.0,4.5,2.5,6.5,16.0,19.5
1005,5.5,6.0,2.0,6.5,4.0,20.0
1006,7.5,4.5,1.5,5.5,4.0,19.0
1007,7.0,6.0,2.5,7.5,10.0,23.0
1008,5.5,6.0,2.0,4.5,11.0,18.0
1009,6.0,5.0,2.5,6.5,26.0,20.0
1010,5.5,6.0,2.5,6.0,10.0,20.0
1011,6.5,6.0,1.5,7.0,0.0,21.0
1012,6.5,6.0,3.0,7.0,2.0,22.5
1013,8.0,5.5,3.0,5.5,9.0,22.0
1014,5.5,5.5,2.5,8.0,27.0,21.5
1015,6.5,4.0,1.5,5.0,11.0,17.0
1016,7.5,4.0,1.5,5.0,21.0,18.0
1017,5.5,4.0,3.0,5.0,26.0,17.5
1018,7.5,5.0,2.0,7.5,0.0,22.0
1019,5.5,4.5,1.5,6.0,19.0,17.5
1020,5.5,4.0,2.0,5.0,15.0,16.5
1021,6.5,5.5,3.0,7.5,19.0,22.5
1022,7.5,4.5,1.5,4.5,25.0,18.0
1023,7.0,5.5,3.0,7.0,17.0,22.5
1024,6.5,5.5,2.5,7.5,16.0,22.0
1025,6.5,4.0,2.0,6.0,21.0,18.5
1026,8.0,5.0,2.5,7.5,12.0,23.0
1027,7.5,5.0,3.0,7.5,23.0,23.0
1028,6.5,5.0,2.0,6.5,27.0,20.0
1029,7.5,5.5,3.0,7.5,4.0,23.5
1030,6.5,5.5,1.5,6.5,10.0,20.0
1031,5.5,4.5,2.5,4.5,19.0,17.0
1032,7.5,4.5,3.0,7.0,9.0,22.0
1033,7.5,4.0,2.5,6.5,7.0,20.5
1034,5.5,4.5,2.0,7.5,23.0,19.5
1035,6.0,5.0,2.0,6.0,24.0,19.0
1036,5.5,6.0,3.0,8.0,0.0,22.5
1037,8.0,4.0,2.0,6.5,2.0,20.5
1038,7.5,5.5,1.5,6.0,22.0,20.5
1039,6.0,4.5,2.0,7.5,14.0,20.0
1040,5.5,4.5,2.0,4.5,10.0,16.5
1041,5.5,4.5,3.0,4.5,17.0,17.5
1042,6.0,5.5,2.0,7.0,22.0,20.5
1043,6.0,6.0,2.0,6.5,11.0,20.5
1044,5.5,6.0,2.5,7.5,16.0,21.5
1045,8.0,5.0,2.0,5.5,21.0,20.5
1046,6.5,4.0,2.0,7.5,16.0,20.0
1047,6.0,4.0,1.5,7.0,23.0,18.5
1048,6.5,5.5,3.0,5.0,5.0,20.0
1049,8.0,5.0,2.5,8.0,24.0,23.5
1050,5.5,5.0,2.0,7.0,24.0,19.5
1051,6.0,5.5,1.5,7.5,8.0,20.5
1052,7.0,5.5,1.5,7.0,16.0,21.0
1053,6.5,6.0,2.0,6.5,21.0,21.0
1054,6.5,4.5,1.5,6.0,3.0,18.5
1055,5.5,4.0,2.5,6.0,5.0,18.0
1056,6.5,4.5,2.0,6.5,24.0,19.5
1057,7.0,5.0,1.5,7.5,17.0,21.0
1058,7.5,5.5,3.0,7.5,4.0,23.5
1059,6.0,4.5,3.0,5.5,18.0,19.0
1060,5.5,4.5,3.0,5.5,0.0,18.5
1061,6.0,5.5,1.5,7.0,8.0,20.0
1062,5.5,5.5,3.0,6.0,1.0,20.0
1063,7.5,4.5,3.0,5.0,16.0,20.0
1064,8.0,5.5,3.0,7.0,25.0,23.5
1065,6.5,6.0,3.0,7.0,10.0,22.5
1066,6.5,4.0,2.5,7.0,11.0,20.0
1067,7.0,5.0,3.0,8.0,16.0,23.0
1068,7.0,4.5,2.0,4.5,25.0,18.0
