MAS_S,MAS_O,MAS_D,MAS_M,PD
7.36,4.92,2.94,5.37,24
6.79,4.71,1.7,7.0,27
7.54,4.32,2.0300000000000002,6.53,3
7.5600000000000005,5.78,1.59,6.76,18
6.67,5.36,2.7800000000000002,4.61,16
7.6899999999999995,4.12,2.83,7.609999999999999,25
6.71,4.58,2.5300000000000002,5.11,4
7.83,4.55,1.7,6.63,20
6.92,5.6,2.04,7.13,9
7.4399999999999995,4.7,2.74,4.93,26
7.34,5.47,1.88,5.74,5
5.61,5.37,2.46,6.98,22
6.78,5.83,2.84,7.87,16
5.52,5.15,2.64,7.0,4
6.66,5.85,1.98,7.3100000000000005,16
7.2,5.61,2.26,6.720000000000001,0
6.72,4.15,2.29,6.0600000000000005,24
7.3100000000000005,5.43,1.74,7.5600000000000005,18
5.83,5.04,3.0,6.87,13
6.38,4.51,2.66,5.76,27
6.71,5.82,1.6,6.35,15
7.3100000000000005,4.54,2.36,7.71,7
6.07,5.71,2.2800000000000002,6.43,27
7.05,4.55,2.74,5.97,19
7.2,5.11,2.63,4.72,13
6.76,4.98,1.75,5.8,4
6.49,5.63,2.6799999999999997,5.44,26
6.78,5.84,1.65,7.5,16
6.74,4.62,2.05,6.23,9
7.3100000000000005,5.49,2.11,4.77,25
6.04,4.19,1.9100000000000001,6.92,6
6.26,5.88,2.9299999999999997,5.73,2
7.96,5.45,2.5700000000000003,5.04,24
5.56,5.140000000000001,2.59,4.93,20
5.64,4.17,2.26,4.6,19
7.02,4.7,1.71,5.9399999999999995,25
7.98,5.8100000000000005,1.62,6.720000000000001,18
6.37,5.890000000000001,2.8600000000000003,7.57,24
6.34,4.3,2.25,6.45,26
7.49,5.6,1.51,5.78,7
5.67,4.15,1.7,5.07,11
5.94,5.640000000000001,2.92,7.33,8
6.57,5.97,2.59,7.9399999999999995,3
6.17,5.21,2.64,6.22,10
5.5,4.55,2.98,7.87,1
5.86,4.51,2.23,6.59,3
5.64,5.12,2.8600000000000003,5.640000000000001,15
6.87,5.1,2.38,6.96,5
6.72,5.72,1.75,5.98,19
6.85,4.45,3.0,4.96,9
7.53,5.67,2.3200000000000003,4.79,23
6.6,4.83,1.78,7.74,13
6.58,5.0600000000000005,3.0,6.5,14
7.75,5.72,2.02,6.03,8
6.62,4.02,1.7,7.34,20
6.48,4.98,2.66,7.49,19
5.87,5.48,2.74,7.1,2
5.83,4.86,1.97,5.03,18
6.41,4.08,2.98,6.8100000000000005,17
6.51,4.41,2.35,5.7,27
7.82,5.85,1.68,6.77,6
7.87,4.79,2.9699999999999998,5.6899999999999995,1
6.53,4.22,1.51,5.3,10
7.9399999999999995,4.87,2.9000000000000004,6.35,2
6.9399999999999995,4.02,1.66,5.51,25
5.54,4.21,2.81,5.72,19
6.07,4.59,2.36,5.640000000000001,9
7.74,4.57,3.0,5.53,25
6.9399999999999995,4.76,2.85,5.47,24
5.54,5.9399999999999995,2.14,4.99,1
7.57,5.47,2.16,4.53,16
7.87,5.24,1.78,5.07,6
6.98,5.01,1.68,6.609999999999999,9
6.26,5.09,1.57,4.81,14
7.140000000000001,5.2,1.75,7.5,8
7.54,4.77,2.62,6.85,2
6.63,5.76,2.7199999999999998,7.15,15
5.63,4.92,2.75,5.86,12
5.72,5.15,2.44,6.77,0
6.78,4.77,1.8599999999999999,7.91,25
7.92,5.76,1.75,5.17,25
7.88,4.3,2.46,7.58,24
7.43,5.28,2.36,5.8,9
6.02,4.16,2.2199999999999998,7.99,8
6.85,4.08,2.96,4.88,1
7.57,5.42,1.73,7.54,12
6.52,5.75,2.7,6.76,24
5.58,5.17,2.29,6.390000000000001,21
6.77,5.04,1.8,7.0600000000000005,21
7.9,5.41,2.62,5.0600000000000005,22
7.800000000000001,5.640000000000001,2.5700000000000003,7.17,9
5.72,4.23,2.0,5.52,26
6.66,5.21,2.27,6.4,8
7.46,4.07,2.75,5.07,13
5.99,4.06,1.96,6.609999999999999,19
5.56,4.79,2.42,7.26,21
5.97,4.89,2.5700000000000003,7.5600000000000005,1
5.72,4.74,1.8,6.95,2
7.609999999999999,4.63,1.65,7.82,9
6.45,4.73,2.85,5.24,8
7.9399999999999995,4.21,1.53,5.62,13
7.68,4.87,2.36,7.49,0
5.85,5.79,2.0700000000000003,4.57,6
7.38,4.33,2.79,8.0,11
7.01,5.890000000000001,2.2,6.55,15
6.75,4.14,2.12,6.73,23
6.68,4.43,2.25,7.140000000000001,3
7.4,5.82,2.55,7.02,22
6.85,4.87,2.13,7.35,10
6.67,5.77,1.87,6.52,27
7.82,4.34,2.58,4.69,25
5.96,4.8100000000000005,1.82,5.86,12
6.07,4.4,2.44,7.08,18
5.84,4.79,2.76,6.6,27
7.1,4.15,1.62,4.62,27
7.57,5.53,2.7800000000000002,4.92,12
7.95,4.33,2.15,7.54,12
5.71,5.34,2.17,6.53,21
5.56,5.58,2.44,6.63,12
7.82,5.29,2.5700000000000003,6.32,9
7.37,4.47,2.2,6.15,15
6.77,5.02,2.39,4.6,8
6.22,4.17,2.67,6.35,26
5.95,5.67,2.08,6.970000000000001,21
7.800000000000001,4.78,1.83,6.92,17
6.17,4.8,2.43,6.58,19
7.83,5.18,2.09,6.7,27
5.72,5.140000000000001,1.78,4.59,0
6.46,5.91,1.82,7.1899999999999995,10
6.51,4.22,2.43,7.95,13
6.17,4.35,1.9,5.82,4
7.46,4.91,2.16,5.1,15
5.8,4.09,2.77,5.33,22
7.9,4.67,1.97,7.43,2
7.0600000000000005,4.02,2.9699999999999998,4.76,21
7.16,5.4,2.69,5.28,1
6.92,5.7,2.62,7.28,25
6.890000000000001,4.7,2.35,6.58,20
7.54,5.07,2.05,7.300000000000001,17
7.51,4.39,1.59,5.6899999999999995,11
6.36,5.83,1.9,7.57,24
7.34,4.45,1.99,5.41,12
6.4,5.1,1.68,6.3,24
6.47,4.32,1.6,7.01,22
6.98,4.01,2.4699999999999998,7.79,25
7.890000000000001,5.26,2.9299999999999997,4.88,25
7.65,5.88,1.76,7.04,7
7.87,5.05,2.37,7.23,9
6.74,5.85,2.64,5.78,14
7.96,4.63,2.7199999999999998,6.800000000000001,11
7.53,5.25,2.67,5.6899999999999995,6
7.0,5.5600000000000005,2.7800000000000002,5.1,9
6.28,4.65,2.17,6.66,27
7.609999999999999,5.4,2.77,7.0600000000000005,18
5.76,5.01,2.87,4.78,6
7.96,5.8,2.52,6.58,0
6.08,4.33,2.8,7.48,10
7.65,4.72,2.0300000000000002,7.67,6
7.73,5.35,1.84,6.63,16
6.61,5.34,2.6,5.01,17
6.84,5.6899999999999995,1.85,6.66,19
7.76,5.52,2.52,5.39,8
6.26,5.0600000000000005,2.96,5.2,22
6.62,4.88,2.1,4.87,17
7.37,4.26,2.63,6.21,23
6.21,5.33,2.26,4.56,14
6.890000000000001,4.46,1.72,6.1899999999999995,4
7.7,4.24,2.66,4.59,14
5.73,5.72,1.98,6.33,8
6.36,5.3,2.87,6.67,11
6.73,4.97,1.95,6.22,4
6.63,4.42,1.51,4.81,18
7.07,5.98,2.0700000000000003,7.88,3
7.32,4.15,1.66,5.79,0
5.88,4.13,1.8,6.1899999999999995,17
6.66,4.33,2.24,5.53,13
5.97,5.96,1.62,4.69,5
7.75,4.77,1.96,5.73,6
6.28,5.53,1.69,5.65,2
7.05,4.9,2.34,5.36,7
6.9,5.29,2.4,6.45,1
7.4,4.4,2.85,5.65,21
6.95,4.22,2.09,4.58,7
7.66,4.8100000000000005,2.62,7.58,9
5.87,5.75,2.52,6.83,25
6.03,5.93,2.67,5.0,18
7.52,4.83,1.66,6.17,27
5.93,5.76,1.81,6.59,14
5.57,4.33,1.52,7.970000000000001,23
6.77,4.34,2.56,7.21,22
7.13,5.18,2.37,6.68,8
5.8,4.49,1.83,4.85,16
6.23,5.16,2.2800000000000002,5.8,10
6.99,4.95,2.6100000000000003,7.74,0
5.58,4.87,2.54,7.7,19
7.63,5.78,2.98,4.82,27
7.16,5.82,1.63,6.6899999999999995,15
6.87,4.34,2.94,7.21,27
5.73,4.77,2.85,4.75,14
6.890000000000001,5.66,2.7800000000000002,5.27,17
7.41,4.43,1.82,6.82,8
7.51,4.66,2.56,7.25,14
6.19,5.71,2.25,6.21,24
6.0600000000000005,4.58,1.62,5.84,18
6.2,4.35,1.8599999999999999,7.4,21
7.75,5.16,2.15,7.109999999999999,7
6.59,5.890000000000001,2.13,5.79,0
5.78,5.35,2.5700000000000003,5.92,13
6.62,4.71,2.55,4.81,4
5.6,4.12,2.09,5.52,7
6.47,4.49,1.84,6.46,19
7.96,5.640000000000001,2.81,6.640000000000001,2
6.79,4.49,2.0300000000000002,7.16,17
6.93,4.33,2.2199999999999998,6.99,24
6.82,5.01,2.31,5.0,8
6.85,4.89,2.29,6.859999999999999,4
7.1899999999999995,4.99,2.46,5.68,0
7.38,4.97,2.13,4.6,0
6.78,5.49,2.09,4.52,11
7.68,4.03,2.16,5.0,17
6.5600000000000005,5.23,2.88,5.51,18
6.67,5.52,2.4,5.92,2
7.140000000000001,4.27,2.0300000000000002,6.51,13
6.44,4.73,1.95,5.67,19
6.08,5.65,1.54,7.12,1
6.65,5.49,2.7199999999999998,6.85,9
7.67,4.26,1.54,4.72,18
7.77,4.35,2.12,4.56,0
5.71,4.03,2.01,5.74,27
5.96,4.96,2.44,7.74,6
7.03,5.85,2.0700000000000003,6.25,8
7.1899999999999995,5.5600000000000005,2.84,7.02,3
7.11,4.92,2.01,6.15,23
7.11,4.88,1.92,6.09,4
5.82,5.15,2.5300000000000002,6.76,1
7.05,5.640000000000001,1.92,4.8,27
5.72,5.390000000000001,2.8200000000000003,6.84,24
7.75,4.01,1.98,5.26,27
7.4399999999999995,4.53,1.99,5.91,1
6.5,4.2,2.29,6.0600000000000005,12
7.83,4.9,2.4699999999999998,6.79,20
5.55,5.32,2.5,5.2,14
7.16,5.13,2.73,7.67,23
5.88,4.83,1.87,6.58,10
6.34,5.87,2.13,6.57,14
7.04,4.04,2.24,6.91,17
6.49,5.0,1.88,7.5,27
6.28,5.8100000000000005,1.65,5.92,16
7.17,4.87,2.49,5.32,23
6.71,5.640000000000001,1.92,5.32,26
5.74,5.1899999999999995,1.56,4.98,9
7.0,4.22,1.8,7.4,23
5.92,4.87,2.6100000000000003,5.08,3
5.8,5.47,2.96,6.59,4
7.26,5.2,2.54,7.859999999999999,19
6.55,4.42,2.8200000000000003,4.55,0
5.64,5.27,1.84,6.05,21
6.6,5.92,2.0,6.27,0
7.12,5.66,2.23,4.89,11
5.92,4.01,1.71,6.4,1
6.45,5.76,2.41,4.85,6
5.83,4.33,2.38,5.61,25
6.33,4.04,1.62,6.34,12
6.4,4.16,1.94,6.98,14
6.96,4.6,2.5,5.86,2
6.39,4.91,2.14,5.48,3
5.71,5.79,2.4,5.09,14
6.86,4.15,2.15,4.99,27
5.64,5.52,2.11,6.52,26
6.890000000000001,5.390000000000001,2.9000000000000004,6.4,8
7.16,4.55,2.43,4.69,23
6.87,5.68,1.9,6.18,11
7.03,4.19,1.99,6.66,8
7.49,4.61,2.95,5.58,0
5.92,4.5600000000000005,2.18,6.9,25
6.33,4.74,2.16,6.03,22
7.3,4.43,1.61,6.59,15
6.27,4.06,1.84,4.62,3
6.14,4.22,2.09,5.8100000000000005,2
6.5600000000000005,5.92,2.02,7.6899999999999995,5
7.51,4.78,2.69,5.73,21
6.47,4.62,2.43,4.95,20
6.14,5.86,2.64,5.58,10
7.0600000000000005,5.890000000000001,2.6,4.97,6
6.77,5.08,2.34,5.36,24
7.92,5.09,1.53,7.359999999999999,3
7.37,4.28,1.75,5.39,26
5.81,5.8,2.34,7.890000000000001,26
7.07,4.04,1.76,4.96,7
7.2,5.47,2.8200000000000003,6.27,12
6.96,5.16,2.6500000000000004,7.52,17
6.48,5.88,2.45,4.57,12
7.26,4.47,2.44,5.87,11
5.91,5.1,2.73,5.4,26
6.78,4.97,1.81,7.71,3
7.640000000000001,4.71,2.9000000000000004,5.95,7
6.18,5.27,2.26,5.96,23
7.390000000000001,5.0,2.43,5.75,6
7.53,4.26,2.74,4.66,26
7.84,4.43,1.5,7.609999999999999,1
7.98,4.13,1.5,4.84,19
5.75,5.6899999999999995,2.6,7.4399999999999995,5
6.53,4.16,2.74,7.98,9
6.27,5.91,1.59,5.52,1
7.46,4.51,2.74,6.6,10
6.25,5.3100000000000005,1.67,7.57,3
6.73,5.84,2.59,7.58,13
5.8,4.03,2.09,7.84,9
7.970000000000001,5.78,2.38,6.52,13
6.35,5.12,1.76,5.640000000000001,24
5.81,4.13,1.9100000000000001,6.7,6
7.07,4.9,2.44,7.71,14
5.9,4.78,2.76,6.38,10
7.9,4.94,2.17,5.0,12
7.55,5.96,2.66,6.45,3
6.52,5.97,1.57,6.84,21
7.34,4.32,2.71,6.51,3
6.39,4.92,1.82,4.58,24
6.3100000000000005,5.07,2.42,4.95,19
6.51,4.84,2.3,7.1899999999999995,1
7.9399999999999995,4.15,2.02,6.1899999999999995,11
7.96,5.76,1.56,5.93,3
5.61,5.640000000000001,2.27,6.970000000000001,24
6.6,5.74,2.38,4.95,18
6.48,4.97,2.24,6.1899999999999995,12
5.77,5.84,2.31,7.12,2
6.84,4.52,2.75,5.35,25
6.63,5.47,2.8600000000000003,6.4,7
7.63,4.26,2.49,4.77,4
5.71,4.83,2.06,5.15,20
5.63,4.24,2.89,6.62,20
7.33,4.83,1.61,7.43,5
6.65,4.4,2.38,4.55,16
5.77,4.53,1.56,5.37,27
6.02,5.46,1.68,6.49,7
7.23,5.03,1.75,5.15,16
6.83,5.1,2.76,7.390000000000001,10
6.98,4.85,2.4699999999999998,7.42,10
7.75,4.43,1.62,4.67,11
6.07,5.0,2.9699999999999998,7.800000000000001,9
6.04,4.32,2.9699999999999998,6.71,11
7.35,5.62,2.7800000000000002,7.63,6
7.75,4.05,2.25,7.77,8
7.890000000000001,5.4,2.84,5.59,11
7.8100000000000005,4.5600000000000005,2.96,7.95,5
6.32,4.76,2.27,4.87,10
6.29,5.1899999999999995,2.19,5.13,8
6.35,4.16,2.75,5.44,18
7.77,5.96,2.87,5.0,6
5.94,4.21,2.02,5.68,1
7.49,5.1899999999999995,1.55,5.88,22
5.85,4.49,1.52,5.33,22
6.02,4.86,2.13,6.03,5
6.21,5.48,2.08,6.96,19
6.75,4.34,2.7,7.84,22
5.65,5.1,2.8,5.33,20
5.58,4.34,1.75,5.45,6
5.79,5.8100000000000005,2.2199999999999998,7.140000000000001,19
6.15,4.77,1.68,4.73,13
6.44,5.890000000000001,2.24,7.87,7
6.93,4.47,1.98,5.18,24
6.51,4.38,1.87,5.46,0
5.55,5.84,2.5300000000000002,6.9399999999999995,16
7.2,5.33,2.46,7.9,3
6.79,5.63,2.73,5.03,9
7.91,4.57,2.4699999999999998,5.57,11
6.7,4.51,1.57,5.02,17
7.6,4.55,1.99,5.11,8
7.52,4.72,2.08,5.5600000000000005,4
6.09,5.5,2.2800000000000002,5.2,17
7.84,5.54,2.8200000000000003,5.34,25
7.2,5.140000000000001,2.96,7.550000000000001,26
5.69,4.33,2.06,5.28,17
6.28,5.6899999999999995,2.27,7.050000000000001,17
7.26,5.76,2.29,5.38,10
8.0,4.4,1.74,5.6,0
5.95,5.8,1.74,6.800000000000001,21
7.4399999999999995,4.6,1.58,5.78,13
6.25,5.49,1.99,5.19,4
7.47,4.77,2.25,6.37,4
7.03,5.34,2.55,7.26,0
5.5,4.93,1.71,8.0,8
6.14,5.07,2.24,5.09,18
6.13,4.77,2.51,7.83,20
6.3100000000000005,4.23,1.7,4.89,27
5.54,4.39,2.01,4.97,10
6.71,5.95,1.56,7.01,21
6.09,4.76,1.63,5.82,22
7.78,5.890000000000001,2.74,4.86,4
6.36,4.89,1.84,4.81,26
5.76,5.17,2.23,8.0,23
6.08,4.11,1.75,7.03,24
6.84,4.63,3.0,4.66,9
6.42,5.99,2.1,4.92,1
6.09,4.5600000000000005,2.96,6.0,8
5.82,5.63,2.84,6.35,8
7.78,5.04,1.5,5.32,19
6.24,4.25,1.83,5.32,23
7.7,5.8,2.39,5.11,13
7.92,4.76,1.68,7.0,21
6.34,4.14,2.79,6.970000000000001,4
5.63,4.03,1.98,5.27,10
6.03,6.0,2.85,7.4,15
7.98,5.52,2.4699999999999998,7.359999999999999,25
6.59,4.66,2.6100000000000003,7.01,19
7.29,5.98,2.5700000000000003,5.67,2
5.58,5.53,2.01,6.45,13
7.15,4.63,2.83,6.25,3
7.76,4.2,2.69,6.720000000000001,0
6.87,4.43,2.0300000000000002,5.42,18
7.98,5.23,2.7,6.95,17
5.79,4.13,2.84,7.220000000000001,5
6.18,4.53,2.35,5.8,19
5.76,4.37,2.44,7.2,20
5.5,5.61,2.43,7.0600000000000005,23
6.96,4.66,1.99,5.26,0
6.09,4.9,2.64,4.51,15
7.87,5.18,1.54,7.16,23
7.65,5.77,2.54,7.220000000000001,7
5.94,4.04,2.43,7.91,6
7.32,4.27,1.62,7.6899999999999995,6
7.21,4.12,2.37,7.5600000000000005,3
6.8100000000000005,5.67,2.44,5.95,25
7.800000000000001,5.4399999999999995,1.88,5.25,13
7.88,5.1,2.02,4.8,6
7.0600000000000005,4.63,2.76,5.11,8
6.25,5.6899999999999995,2.69,5.04,16
6.5600000000000005,5.87,2.5300000000000002,7.220000000000001,11
6.72,4.23,1.66,5.97,15
5.88,4.25,2.84,7.09,8
6.05,5.3,2.21,5.11,9
7.16,5.9,1.53,7.17,0
6.19,4.06,1.73,5.73,10
7.07,4.34,2.59,7.59,3
7.12,4.38,2.34,7.88,6
5.88,5.24,2.96,7.65,6
7.7,4.36,1.58,4.68,21
7.74,5.38,2.55,6.63,7
5.63,4.76,2.99,6.85,12
5.99,5.6,2.3,5.14,26
6.29,5.23,2.26,5.11,18
7.859999999999999,5.13,2.38,6.6,16
5.92,5.26,2.02,7.1899999999999995,4
5.51,5.52,2.83,5.04,25
6.890000000000001,5.38,2.43,6.62,27
6.63,4.25,1.9,7.59,23
6.08,4.61,2.44,7.95,18
7.3100000000000005,4.62,2.63,7.99,24
7.43,5.34,2.02,6.2,21
7.55,4.8100000000000005,2.33,5.07,24
7.07,4.65,2.41,5.05,11
6.87,4.72,2.8600000000000003,5.44,0
6.98,5.59,2.9699999999999998,6.26,4
5.55,4.08,2.92,7.93,2
5.52,5.15,2.17,6.93,12
5.62,5.68,1.85,5.73,25
7.76,5.77,1.95,6.82,20
6.51,4.0,2.16,7.8100000000000005,19
5.92,5.640000000000001,2.2,6.4,13
7.66,4.64,1.95,7.99,2
5.91,5.01,1.99,5.46,16
5.54,5.21,2.17,5.21,1
7.05,5.91,2.02,4.81,25
6.66,5.49,1.82,5.43,15
6.23,5.68,2.5,5.68,16
5.69,5.77,2.66,7.66,0
6.95,4.55,2.42,7.34,23
6.8100000000000005,4.37,2.6,6.16,27
6.08,5.3100000000000005,2.0300000000000002,6.970000000000001,8
6.4,4.65,1.93,7.92,7
7.8100000000000005,5.07,2.54,6.18,5
6.07,4.71,1.95,6.57,8
6.09,4.66,2.76,7.96,18
6.48,4.46,2.21,6.59,27
6.03,4.68,1.83,4.93,10
7.22,5.52,2.19,7.9399999999999995,22
7.66,4.6,2.56,5.51,21
5.69,4.88,2.85,5.99,20
7.4,5.24,2.31,5.36,15
5.81,5.65,1.54,7.4399999999999995,11
5.69,4.49,2.5700000000000003,7.23,26
6.7,4.29,1.54,5.11,21
6.79,4.8100000000000005,2.05,6.36,7
7.4,5.34,2.63,7.65,4
6.67,4.42,2.1,5.84,25
6.11,5.65,2.79,5.13,20
5.93,4.26,1.95,6.8100000000000005,14
7.46,5.49,2.5,4.78,4
6.71,5.51,2.9299999999999997,4.74,27
7.85,4.12,2.27,7.7,14
6.21,5.13,2.01,7.640000000000001,25
6.43,4.58,2.9000000000000004,5.74,25
6.25,4.11,2.8200000000000003,4.91,14
7.36,4.8100000000000005,1.76,5.9399999999999995,26
6.6,5.4,2.5700000000000003,5.7,27
7.21,5.13,2.09,6.12,9
6.45,4.66,2.7,6.07,25
5.71,5.53,2.7199999999999998,6.1899999999999995,3
7.38,4.39,1.77,7.140000000000001,17
5.86,5.58,2.66,7.87,24
7.640000000000001,5.05,1.84,4.65,11
7.02,4.24,2.25,7.78,13
7.76,5.32,1.93,4.72,10
7.17,5.21,1.74,7.68,23
7.11,4.96,1.66,6.26,26
5.8,4.13,2.59,6.2,11
6.92,4.97,2.83,4.7,24
7.27,4.38,2.9699999999999998,7.98,4
7.29,4.74,2.29,4.86,17
7.88,4.98,2.7800000000000002,6.95,13
7.99,5.96,2.21,4.99,1
7.46,4.94,2.96,5.890000000000001,15
7.0,4.07,1.53,6.0,14
7.98,4.16,2.21,7.800000000000001,9
7.859999999999999,5.85,2.99,4.6,13
6.98,4.88,2.6500000000000004,7.01,17
7.5600000000000005,4.44,2.66,6.54,26
6.44,5.65,2.55,4.68,16
6.86,4.33,2.96,7.67,27
7.48,5.98,1.74,7.65,3
5.93,5.0,1.76,5.74,20
5.56,4.92,1.58,6.800000000000001,1
999.0,999.0,999.0,999.0,999
6.8,4.35,2.6,7.390000000000001,25
7.65,5.07,2.37,6.62,20
7.5600000000000005,4.96,2.24,4.93,13
7.13,4.49,2.0300000000000002,7.67,1
6.62,4.78,1.77,7.13,3
7.1,4.87,2.64,5.6899999999999995,5
5.91,4.26,1.82,6.62,10
7.37,5.83,2.9000000000000004,6.859999999999999,0
6.29,4.52,1.58,7.48,10
7.15,5.16,2.7800000000000002,6.48,3
5.75,5.25,1.99,5.07,17
7.37,4.35,1.56,4.89,27
7.640000000000001,5.29,2.59,7.09,27
6.17,4.94,1.5,4.86,24
7.22,5.05,1.81,6.7,24
6.5600000000000005,4.74,2.09,6.98,13
5.75,4.33,2.0700000000000003,7.550000000000001,1
5.85,5.22,2.08,7.13,24
6.76,4.26,1.5,4.73,25
7.71,4.33,2.29,6.41,22
6.3,5.37,2.94,7.29,11
5.62,5.42,2.63,5.87,23
7.9399999999999995,4.32,2.38,4.6,27
7.55,5.91,2.51,7.51,5
6.57,5.79,2.66,7.65,6
5.98,4.51,2.35,5.41,10
7.75,5.36,2.3200000000000003,5.42,2
7.85,4.5,1.81,6.22,8
7.36,4.52,2.06,6.03,17
6.27,5.7,1.6,5.11,3
7.05,4.91,2.69,5.36,13
5.56,4.84,2.81,6.9,1
6.35,5.640000000000001,2.1,5.57,9
7.53,5.62,2.5,7.5,20
5.74,4.73,2.48,6.01,27
7.66,5.5600000000000005,2.15,5.49,19
7.38,5.25,2.7800000000000002,7.220000000000001,10
5.85,4.38,2.91,6.4399999999999995,15
7.47,5.8100000000000005,2.7800000000000002,6.23,19
6.61,4.23,1.79,7.46,13
6.9,5.3100000000000005,2.0,7.25,1
6.51,5.88,2.12,7.23,1
6.5600000000000005,5.95,2.75,7.87,18
7.95,4.68,2.81,5.28,1
6.46,4.16,2.18,6.5,2
7.85,4.85,2.49,5.18,16
6.19,4.52,2.95,7.73,14
7.82,4.86,2.42,6.92,24
6.33,5.87,1.67,6.62,24
7.54,4.22,2.59,7.390000000000001,20
6.57,5.74,2.76,4.95,0
6.25,4.01,2.2,5.11,20
6.24,5.84,2.29,6.05,10
6.37,5.08,2.43,5.41,11
7.35,4.58,2.02,5.08,16
7.71,4.43,2.48,5.29,2
7.0600000000000005,5.48,1.6400000000000001,6.859999999999999,11
7.09,5.02,1.72,6.49,3
7.84,4.34,2.06,7.12,21
6.8,5.27,1.5,7.640000000000001,7
7.62,5.88,2.34,7.95,14
7.12,4.47,1.57,7.17,11
6.8,4.62,2.98,5.46,1
6.05,5.23,2.62,6.27,1
5.92,5.97,2.4,6.73,27
7.970000000000001,4.06,1.9,7.77,22
6.92,5.98,1.88,5.5,12
7.37,5.78,2.2,6.5,7
6.04,4.48,2.9000000000000004,7.23,17
6.78,5.86,2.17,4.56,14
7.98,5.96,1.8,4.76,11
6.88,5.53,1.57,7.8100000000000005,22
6.02,4.64,2.17,5.97,2
5.77,4.75,1.87,6.34,12
6.24,5.09,2.2800000000000002,4.93,21
7.66,5.65,2.56,7.890000000000001,22
5.91,5.11,2.23,6.03,2
5.51,4.48,2.8200000000000003,7.42,11
6.96,5.6899999999999995,2.3200000000000003,6.27,13
7.57,6.0,2.46,5.96,15
7.57,4.22,1.67,5.01,16
6.25,5.0600000000000005,2.26,5.74,10
7.75,4.27,2.16,4.63,2
7.71,4.99,2.23,7.07,6
7.66,4.85,2.38,5.16,4
5.55,5.91,1.61,6.99,16
7.46,5.03,1.85,7.57,10
6.45,5.22,2.05,5.03,21
6.19,5.390000000000001,2.2,5.97,4
6.08,4.48,2.96,5.03,5
5.6,5.93,2.39,6.970000000000001,2
5.99,4.43,2.31,7.52,9
5.86,5.71,2.08,7.87,12
6.6899999999999995,5.49,2.73,7.970000000000001,12
6.4,5.28,1.78,7.4,16
7.13,5.74,1.65,6.9399999999999995,2
6.27,4.98,1.9,7.3100000000000005,25
7.2,5.7,1.83,6.9,3
6.57,4.3,2.6500000000000004,4.52,13
6.73,5.68,2.6500000000000004,7.74,18
7.5,4.23,2.67,5.07,25
6.11,4.27,2.19,7.140000000000001,27
7.09,5.98,2.54,5.67,19
5.67,4.92,2.9000000000000004,7.609999999999999,12
7.09,4.68,2.8600000000000003,6.84,15
6.43,5.1,1.7,6.7,23
5.57,5.16,2.17,6.71,26
7.76,4.5600000000000005,1.8900000000000001,5.95,22
6.99,4.66,1.79,4.81,10
7.77,4.87,2.2199999999999998,7.109999999999999,20
6.83,4.45,1.69,6.07,2
7.6,5.33,2.8,4.73,2
7.3100000000000005,4.71,2.34,5.14,10
6.01,5.02,2.67,4.9,21
7.36,4.53,2.8,7.1899999999999995,24
5.77,5.7,2.6,7.58,9
6.640000000000001,5.47,2.7,6.43,11
7.91,4.05,2.7800000000000002,7.33,13
6.42,5.51,1.85,6.41,11
6.4,5.05,2.3,7.46,13
6.62,5.58,1.53,5.91,24
6.65,4.58,2.96,7.720000000000001,0
6.87,4.58,1.58,5.16,15
5.81,5.04,2.73,4.84,4
7.33,4.92,2.8600000000000003,6.390000000000001,8
7.4399999999999995,4.19,2.75,5.22,19
6.65,4.17,2.09,5.01,7
5.75,4.07,2.71,5.0600000000000005,18
6.58,4.14,1.69,4.74,8
6.65,4.28,2.77,4.91,19
6.54,5.74,1.87,7.75,9
5.83,4.19,2.29,7.95,15
7.34,4.87,1.83,5.85,15
7.59,5.9399999999999995,2.17,6.54,18
5.51,4.33,2.79,4.89,4
6.23,5.76,2.64,5.74,10
6.8100000000000005,4.35,1.66,4.86,11
5.82,4.16,2.0700000000000003,7.82,12
5.56,4.07,2.11,7.59,26
7.83,5.73,1.8599999999999999,4.57,27
5.56,4.7,2.13,6.55,9
5.99,4.57,1.76,7.93,17
6.42,5.77,2.4,7.21,19
6.25,4.58,1.79,4.5,23
5.65,5.63,1.53,5.11,8
6.36,5.21,2.11,7.12,18
6.02,5.25,1.73,7.99,7
7.37,4.02,2.2,7.720000000000001,7
7.91,4.37,2.52,5.04,0
7.88,5.77,2.73,7.21,2
5.62,4.86,2.5700000000000003,5.51,0
5.85,5.34,2.2800000000000002,6.0600000000000005,24
7.800000000000001,5.35,2.26,7.8100000000000005,7
6.86,5.09,2.14,7.66,17
6.75,4.55,2.98,7.65,23
6.5,4.6,2.4,4.74,18
6.39,4.87,2.5700000000000003,6.9,2
5.83,4.69,2.26,6.23,14
6.67,5.24,1.99,6.59,0
7.16,5.95,2.29,6.15,4
7.68,5.54,2.29,7.640000000000001,9
6.01,5.76,2.48,5.52,20
6.21,5.97,1.82,7.18,12
6.19,5.2,1.8900000000000001,7.65,16
5.81,4.57,2.7,6.6,18
7.92,4.79,2.1,6.970000000000001,18
7.08,4.72,2.8600000000000003,7.35,14
6.73,4.75,2.43,5.9,17
5.7,5.15,1.92,6.99,25
